web-scraper-order,web-scraper-start-url,Name,Rating,Comment
1609041867-769,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,kcladyz,5,Just got a Note 20 and hated it. Caved in and paid the big fee to upgrade again early and it's worth it. I will never leave Apple again. Sexy phone. A different red. light orange in it. Super blazing fast een oer wifi 
1609041867-98,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,Joy T,5,"Upgrading from iPhone 6S Plus... and difference is noticeable in a delightful way! Everything is superlative - overall speed, battery life, vibrant screen, camera, and of course, 5G. There wasn’t enough justification to get 12 Pro and am not having any buyer’s remorse. "
1609041867-367,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,RB55,5,"So far so good. It take a little getting use to when switching from an Android. My main reason for switching is the Apple phone links to my hearing aids. It also has a lot of features I like, but still learning it. My daughter is and Iphone wizard so she is a big help. "
1609041867-20,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,Shapatel,5,This phone is worth every penny. It's a terrific upgrade from the previous model. The gadget is way ahead of its time and is attractive as well as useful. Some people may believe this phone is it worth it but I assure you it's great. 
1609041867-84,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,Mikee B,5,"Upgraded from an iPhone X - the biggest difference is the camera, which is noticeably better, particularly in low light situations. It is a personal preference, but I also like that the aluminum body makes the phone lighter (even with a bigger screen than the iPhone X) - I use a case but the difference in weight is still noticeable. "
1609041867-948,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,Eyedoc,4,It’s honestly the same as the older versions. The speed is faster. Don’t have stable 5g to understand the quickness of 5g yet. The camera is slightly better. Not that much noticeable. Apple is Apple 
1609041867-494,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,MegS,5,My favorite iPhone! The camera on this iPhone is unbelievable. I had the xr before this one. The display screen is the same size but it is slimmer so much easier to hold if you have small hands. Well done Apple. 
1609041867-74,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,Sharris,3,"Phone has great perks. However I am trading from 8 plus and the maneuvering is so much different. Have to get use to sliding phone to change screens. Also turning phone on and off is a project.
Hopefully will get use to differences. "
1609041867-219,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,Jim1983,5,Came in for an earlier generation since I figured the 12 would be more expensive. Then I talked to the salesman and found there was an even better deal with it. Love the phone. Great features. Love the blue color! 
1609041867-852,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,teeteelei,5,"Great new design! Feels much better in the hands. The glass back on this new model doesn’t hinder the grip like it did on previous models. Fast device, exceptional new cameras, and definitely worth the upgrade this year! "
1609041867-405,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,Evie3572,5,"Coming from an 8plus to a 12 means a slightly different system and no home button. Took me a little bit of googling to figure out how to screenshot and even just turn it off. Otherwise, I absolutely love it. I especially enjoy that the screen goes to the edges. "
1609041867-267,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,JOEL,5,"Awesome Phone! Upgraded from iPhoneX(2017) to the 12. This new redesign is amazing, def feels good in hand. And not to mention its fast..FAST! The color white looks amazing, very pleased with my purchase, def worth the upgrade. "
1609041867-283,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,CheAKo,5,"The leap from my iPhone 8 to iPhone 12 is like taking a giant leap on the moon for mankind! The increased speed, greater memory, larger storage, improved pics, video, and sound have been a life changer. It's like having a laptop and phone that can fit in my back pocket. "
1609041867-213,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,Billy G ll,4,"I really am enjoying my new iphone 12, however, someone needs to tell Apple that they should send out all new phones fully updated with all the latest software and not ship packaged phones that can't be updated to carriers and then force users to do long extensive software updates while trying to set up their new mobile phones! IT IS AGGRAVATING! "
1609041867-439,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,Zekah,2,"I went from the 11 pro max to this 12 pro...
The phone is glitchy with texts and just goes flat line on signal at times and you have to power cycle it to get back a signal.. and the battery life is horrible

The 5g sucks... no matter where we were at, home or in downtown La, I ran speed tests next to my sons XS max and when on 5g he always beat me in mbps speeds.. when I switch it to LTE we match speeds.. makes you wonder "
1609041867-821,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,Mani,5,As usual a great product from Apple. I upgraded from iPhone 7 and this one is awesome with the face recognition feature it is so simple to unlock the phone. I really love it. The offer from Best buy with Sprint was so good that I even got a great deal on the price aspect as well. 
1609041867-970,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,florestan,5,"Another great iPhone from Apple. I originally went to buy the iPhone 12 mini but realized the 12 is only a little larger and I'm glad I changed my mind. I love this phone. I started with the original iPhone many years ago, then to the iPhone3, then the iPhone6, then the iPhone 8, and now the 12. "
1609041867-705,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,Doug W W,4,"Good phone after you get used to the changes Apple made vs the older iPhones. Still learning the new features. Happy with phone but ATT customer service is horrible. Long waits, hang ups and no resolved issues. "
1609041867-510,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,Brian W B,3,"Purchased the phone as an anniversary gift. I left the store with the intent on giving it to her later that evening, however I received a text from her that she could not longer receive or make calls on her current phone. Evidently the sales person had made the new phone active which deactivated her old phone. "
1609041867-324,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,Mruther,3,"I have been holding off on upgrading my iPhone X- I heard lots of good things about this phone , picture capability etc. I regularly do my upgrades provided by Apple and I found this phone to not be much different than my X. Returned after a few days of trial, keeping my X until something really amazing comes out to replace it. 
"
1609041867-707,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,SBReid2610,5,"LOVE the phone. I was using a 6S previously, so this is definitely an upgrade for me. It's a little larger than I'm used to, but I'm adjusting nicely. The only con I would have to say is that the 12 doesn't come with a power adapter. I had to purchase that separately. 
"
1609041867-61,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,BL22,3,"Nice upgrade from an iPhone 8 Plus. The design is similar to iPhone 4/5 generations. Do not believe the experience is not much different from previous phone. Only upgraded because of the bill credits made it worthwhile. 
"
1609041867-820,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,Trudy,4.5,"Pros: All of it!
Cons: Not sure about face Recognition especially with face masks having to be worn. Annoying you have to type code in. Finger recognition was better I feel particularly with covid and face coverings"
1609041867-464,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,John from Millville PA,5,"The smartphone that started it all is still the best on the market over a decade later. This year's update brings an update design, 5G, improved cameras, and faster processor. iOS, macOS, tvOS, and HomeKit . . . simply the best and most integrated ecosystem! 
"
1609041867-709,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,Fuzzy and blue,5,"Great phone. Works well. I like all the new features. Excellent camera ! It was defintely worth the money. Very saitsfied with pruchase. 
"
1609041867-1015,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,TheMays,5,"Does Apple's amazing iPhone need another review? Seriously the new and improved iPhone 12 just keeps getting better and is a must have upgrade for owners of other iPhones. Traded in iPhone XR and got $440 (better than selling on eBay) and paying the rest over many months on cell phone bill. 
"
1609041867-396,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,Lauraismyname,1,"Highly, Highly upset that purchasing this NEW device would not come with a charger or ear phones as my daughter needed both of them for Virtual learning. Complained to ATT on 2 occasions about it and my complaint was ignored and I was offered to buy one from online. Complete disgrace as I have been a valued ATT customer for years! 
"
1609041867-858,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,Jimandnette,4,"Replaced iPhone 6s with 12 Pro. Nice phone and significant improvement, but acted sooner because I was having problems with battery on 6s. Honestly, didn't need Pro, already realize that I won't use much of its capabilities, should have gone with 12 with 64G or waited for a much better deal.. 
"
1609041867-97,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,Joan,5,"I really like my new phone. Love the color blue. My battery lasts way longer than my last phone. It has more features and it is still small enough to fit in my pocket. I am still enjoying learning about my new phone. 
"
1609041867-796,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,Krazihanz,3,"Great Phone, but definitely overhyped. It's the same OS system. It has widgets now with the new OS update but it's nothing spectacular.

If you buy items based on the name or just the basic, then the iphone is for you. "
1609041867-151,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,JDK1211,5,"Great upgrade from my daughters old iPhone 7! Super fast and the camera is super sharp. She absolutely loves it.

Make sure to update the phone and Mac software before trying to restore a back-up. Had connection issues at first. "
1609041867-949,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,Tate,5,"Just bought it. Looks good. I’ve missed for the IPhone 5 form so much. When Apple finally released a new phone. I was so excited. Finally iPhone 12 mini is arrived in BestBuy store. 
"
1609041867-633,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,Kathy,5,"I've been waiting for this green iPhone 12 to come back in stock and as soon as it had I ordered it. It was so easy to order and pay for and I was delighted at how quickly it was at my chosen store to pick up. I was not disappointed with my purchase, apple products are so well made and last a long time. An added bonus to this purchase is a 2 year guarantee. 
"
1609041867-182,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,JohnR,5,"Bought this phone for two main reasons - 5G capability and trade-in deal for current AT&T customers. However, I have been surprised by the battery life (much better than my iPhone X) as well as the speed of the device. Really a big improvement over the old phone. 
"
1609041867-761,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,Marie17,4,"The phone is beautiful and light. I have to remember to swipe from the top right. The purchase process was easy. The trade in process is a continuing nightmare due to an illegible mailing label and mailer. I am now awaiting it from Verizon since Best Buy couldn’t help. 
"
1609041867-115,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,Trudy,4.5,"Pros: All of it!
Cons: Not sure about face Recognition especially with face masks having to be worn. Annoying you have to type code in. Finger recognition was better I feel particularly with covid and face coverings "
1609041867-762,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,themyor13,5,"This IPhone 12 is an excellent upgrade from our previous IPhone. The red color makes it stand out from other phones. The staff at Best Buy makes buying a cell phone a pleasurable experience. They are knowledgeable and very helpful. 
"
1609041867-378,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,Carol,5,"Needed a new phone, so I got the new iPhone 12.
I previously had an iPhone 8 Plus. It took a few days to get use to not having a button at the bottom. Wasn’t sure I was going to like that. But it’s ok. Change is hard. I really like the new 12. "
1609041867-77,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,Safari,5,"Got this for my 80-year old mom. She loves the visual clarity, the processing speed and the color. She was dismayed that there's no physical home button any more but is learning the new design quickly and loves this phone! 
"
